date,customer_id,product_category,payment_method,value [USD],time_on_site [Minutes],clicks_in_site,marketing_channel
24/11/2020,18942,505,credit,648.24,21.2,70,Facebook Ads
24/11/2020,14589,515,credit,89.99,37,12,Facebook Ads
24/11/2020,8952,509,paypal,339.61,54.3,27,Google Search Ads
24/11/2020,726,507,paypal,5.1,2.6,6,Facebook Ads
24/11/2020,3157,510,paypal,222.51,40.3,12,YouTube Ads
24/11/2020,2912,514,paypal,22.82,15.7,8,YouTube Ads
24/11/2020,1364,503,credit,59.61,25.4,11,Organic/Direct
24/11/2020,15805,514,credit,452.33,43.4,38,Google Search Ads
24/11/2020,18772,503,paypal,130.04,21.7,10,Organic/Direct
24/11/2020,17911,503,credit,110.32,2.8,7,YouTube Ads
24/11/2020,19050,501,credit,270.8,41.9,29,Google Search Ads
24/11/2020,10694,508,credit,449.56,45.5,6,Email Marketing
24/11/2020,13354,512,credit,208.72,16.1,7,Email Marketing
24/11/2020,13896,512,paypal,127.04,6.4,15,Google Search Ads
24/11/2020,18431,502,paypal,67.96,12.3,7,Email Marketing
24/11/2020,18276,514,credit,43.98,6.1,7,Email Marketing
24/11/2020,12172,512,credit,100.72,15.6,9,Email Marketing
24/11/2020,6071,506,credit,14.47,30.6,7,Facebook Ads
24/11/2020,6184,508,credit,133.37,15.8,13,Facebook Ads
24/11/2020,5978,504,credit,286.33,17.3,18,Google Search Ads
24/11/2020,13928,504,paypal,327.03,24.4,37,Email Marketing
24/11/2020,15671,511,credit,28.64,75.7,8,Facebook Ads
24/11/2020,4283,514,paypal,332.78,33.1,35,Organic/Direct
24/11/2020,19370,512,paypal,108.03,17.9,11,Email Marketing
24/11/2020,9675,512,credit,183.73,56.8,18,Facebook Ads
24/11/2020,8185,508,paypal,50.94,47.6,9,Google Search Ads
24/11/2020,472,515,credit,295.6,19.5,26,Email Marketing
24/11/2020,15540,501,credit,9.02,26.9,7,Facebook Ads
24/11/2020,12366,503,credit,179.37,40.7,19,Facebook Ads
24/11/2020,17611,508,credit,48.3,12.4,8,YouTube Ads
24/11/2020,7484,511,credit,128.46,12.6,7,Email Marketing
24/11/2020,1435,514,paypal,613.33,53.3,37,YouTube Ads
24/11/2020,8013,504,credit,42.19,9.4,8,Organic/Direct
24/11/2020,18957,502,paypal,117.57,15.7,12,YouTube Ads
24/11/2020,17009,514,credit,198,4,22,Email Marketing
24/11/2020,5135,509,credit,246.12,24.7,29,YouTube Ads
24/11/2020,6809,512,paypal,43.28,30.3,9,Organic/Direct
24/11/2020,5520,513,credit,58.06,51.4,7,Organic/Direct
24/11/2020,17724,510,paypal,18.27,19.4,7,Organic/Direct
24/11/2020,12166,509,paypal,255.52,31,15,Email Marketing
24/11/2020,12762,507,paypal,534.78,5.5,45,YouTube Ads
24/11/2020,19515,509,paypal,211.63,5.4,9,Email Marketing
24/11/2020,14131,502,credit,245.33,38.2,9,Email Marketing
24/11/2020,8943,502,credit,10.94,7.5,7,Google Search Ads
24/11/2020,8576,510,credit,61.8,21.7,12,Facebook Ads
24/11/2020,3837,508,credit,194.06,14.1,24,YouTube Ads
24/11/2020,15580,509,credit,133.31,23.6,6,YouTube Ads
24/11/2020,2827,510,credit,40.44,15.5,10,YouTube Ads
24/11/2020,3135,503,paypal,556.04,7.3,14,Facebook Ads
24/11/2020,17117,510,credit,23.39,8.6,7,Facebook Ads
24/11/2020,8344,508,credit,114.37,12.7,11,Google Search Ads
24/11/2020,8220,504,credit,73.6,18.8,9,YouTube Ads
24/11/2020,8268,508,paypal,278.57,20.9,20,Organic/Direct
24/11/2020,4791,511,paypal,77.47,23.3,6,Organic/Direct
24/11/2020,9838,501,credit,363.28,23.7,30,Facebook Ads
24/11/2020,8111,515,credit,286.99,22.5,13,Email Marketing
24/11/2020,9788,502,credit,22.6,14,8,Organic/Direct
24/11/2020,10168,509,credit,299.86,73.4,14,Facebook Ads
24/11/2020,17384,515,paypal,179.95,9.7,14,Facebook Ads
24/11/2020,737,510,paypal,91.9,12.6,14,Google Search Ads
24/11/2020,4152,507,paypal,301.9,35.5,7,Facebook Ads
24/11/2020,4186,502,paypal,154.76,20.5,16,Organic/Direct
24/11/2020,18596,503,credit,29.81,12,6,YouTube Ads
24/11/2020,13597,508,paypal,336.27,5.7,19,YouTube Ads
24/11/2020,5296,509,paypal,72.99,6.2,7,Email Marketing
24/11/2020,1348,511,paypal,574.86,6.8,38,Facebook Ads
24/11/2020,4738,503,credit,395.75,33.7,25,Organic/Direct
24/11/2020,5973,511,credit,582.13,132,11,Organic/Direct
24/11/2020,16375,510,credit,18.03,3.6,7,YouTube Ads
24/11/2020,5000,511,credit,143.65,31.7,11,Facebook Ads
24/11/2020,16814,503,paypal,152.27,14.2,18,Organic/Direct
24/11/2020,19878,504,credit,31.06,5.4,7,Google Search Ads
24/11/2020,10183,513,credit,10.01,14.9,7,YouTube Ads
24/11/2020,16868,502,credit,217.03,14.4,15,Facebook Ads
24/11/2020,13018,507,paypal,110.66,20.2,7,Email Marketing
24/11/2020,1544,508,credit,73.06,19.1,7,Facebook Ads
24/11/2020,17136,514,paypal,1271.23,74.5,52,Email Marketing
24/11/2020,15085,508,credit,32.23,7,8,Facebook Ads
24/11/2020,1412,508,paypal,602.17,32,60,Organic/Direct
24/11/2020,1412,510,credit,7.12,21.8,7,YouTube Ads
24/11/2020,18741,502,credit,15.17,28.6,6,YouTube Ads
24/11/2020,1221,508,paypal,127.33,10,13,YouTube Ads
24/11/2020,2155,507,paypal,68.28,3.1,11,Organic/Direct
24/11/2020,2931,509,credit,36.63,5.3,7,Google Search Ads
24/11/2020,5164,507,paypal,137.5,43.4,7,YouTube Ads
24/11/2020,13168,508,credit,119.14,21.1,9,YouTube Ads
24/11/2020,1847,504,credit,68.16,12.8,10,YouTube Ads
24/11/2020,15637,507,credit,28.42,4.2,9,YouTube Ads
24/11/2020,8481,509,paypal,145.85,4.9,15,YouTube Ads
24/11/2020,12821,507,paypal,98.56,3.1,9,YouTube Ads
24/11/2020,3947,503,credit,495.51,52.7,36,YouTube Ads
24/11/2020,13341,506,credit,85.98,14.3,11,YouTube Ads
24/11/2020,2108,509,paypal,110.21,32.9,11,YouTube Ads
24/11/2020,3581,513,paypal,262.43,20.6,10,YouTube Ads
24/11/2020,11356,510,credit,116.94,32.3,14,YouTube Ads
24/11/2020,12309,508,credit,141.53,13.4,11,YouTube Ads
24/11/2020,5238,505,credit,217.22,48.1,16,YouTube Ads
24/11/2020,7447,504,paypal,248.29,14.4,10,YouTube Ads
24/11/2020,1093,510,credit,132.79,37.1,14,YouTube Ads
24/11/2020,13471,510,paypal,80.82,16.1,10,YouTube Ads
24/11/2020,1854,511,credit,50.14,12.3,10,YouTube Ads
24/11/2020,2928,515,credit,295,18,11,YouTube Ads
24/11/2020,4965,513,paypal,247.28,6,28,YouTube Ads
24/11/2020,1430,512,paypal,94.13,11,9,YouTube Ads
24/11/2020,7620,509,credit,78.69,12.4,7,YouTube Ads
24/11/2020,5016,503,credit,194.32,44.6,20,YouTube Ads
24/11/2020,7689,501,credit,510.33,42.5,8,YouTube Ads
24/11/2020,2579,508,credit,129.49,7.7,7,YouTube Ads
24/11/2020,2435,505,credit,126.59,29.4,10,YouTube Ads
24/11/2020,17704,510,paypal,1.6,19.9,6,YouTube Ads
24/11/2020,19261,506,credit,48.08,4,10,YouTube Ads
24/11/2020,15171,515,paypal,904.78,150.7,60,YouTube Ads
24/11/2020,8086,515,credit,115.78,26.7,7,YouTube Ads
24/11/2020,4586,514,paypal,188.65,45.1,12,YouTube Ads
24/11/2020,18449,515,credit,107.48,71.2,16,YouTube Ads
24/11/2020,1536,510,credit,155.36,20.9,16,YouTube Ads
24/11/2020,11315,507,paypal,280.87,4.3,20,YouTube Ads
24/11/2020,1028,512,credit,295.65,27.4,26,YouTube Ads
24/11/2020,3326,508,paypal,1.45,6.9,6,YouTube Ads
24/11/2020,10288,510,paypal,103.78,11.9,12,YouTube Ads
24/11/2020,1281,515,credit,82.29,8.3,9,YouTube Ads
24/11/2020,1587,506,paypal,106.47,14.1,7,YouTube Ads
24/11/2020,4534,507,paypal,152.03,21.5,10,YouTube Ads
24/11/2020,15700,505,credit,41.33,3.2,8,YouTube Ads
24/11/2020,12456,505,credit,26.17,13.4,7,YouTube Ads
24/11/2020,2470,505,credit,549.59,15.5,60,YouTube Ads
24/11/2020,18768,509,paypal,706.36,40.8,43,YouTube Ads
24/11/2020,6862,504,paypal,9.51,5.3,7,YouTube Ads
24/11/2020,17460,513,credit,116.33,25.9,11,YouTube Ads
24/11/2020,12393,509,paypal,147.75,22.1,15,YouTube Ads
24/11/2020,270,514,credit,385.31,7.1,36,YouTube Ads
24/11/2020,19102,510,credit,92.34,14.1,12,YouTube Ads
24/11/2020,1447,515,credit,74.14,23.2,8,YouTube Ads
24/11/2020,12056,514,credit,196.1,20.2,18,YouTube Ads
24/11/2020,11283,503,credit,65.08,9.7,7,YouTube Ads
24/11/2020,7040,514,paypal,125.02,20.7,16,YouTube Ads
24/11/2020,3032,504,credit,48.51,22.5,7,YouTube Ads
24/11/2020,9418,510,paypal,364.4,5.6,15,YouTube Ads
24/11/2020,9917,508,paypal,110.88,25.6,14,YouTube Ads
24/11/2020,19119,513,credit,372.36,23.4,42,YouTube Ads
24/11/2020,12521,502,paypal,73.19,13.4,7,YouTube Ads
24/11/2020,5814,514,paypal,132.45,12.2,16,YouTube Ads
24/11/2020,2476,506,paypal,159.43,18.3,8,YouTube Ads
24/11/2020,16150,509,paypal,170.64,20.8,17,YouTube Ads
24/11/2020,817,506,credit,563.01,42,62,YouTube Ads
24/11/2020,9932,504,paypal,108.81,33.4,8,YouTube Ads
24/11/2020,10552,509,credit,306.02,58.2,8,YouTube Ads
24/11/2020,859,506,credit,57.52,4.7,7,YouTube Ads
24/11/2020,11019,512,credit,145.95,15,6,YouTube Ads
24/11/2020,2965,512,paypal,15.26,11.5,7,YouTube Ads
24/11/2020,5366,506,credit,216.12,27.7,24,YouTube Ads
24/11/2020,8432,506,paypal,8.14,8.1,7,YouTube Ads
24/11/2020,10301,511,credit,306.26,13.9,13,YouTube Ads
24/11/2020,16514,514,credit,11.6,7.8,7,YouTube Ads
24/11/2020,12579,501,paypal,490.15,58.6,21,YouTube Ads
24/11/2020,11910,508,paypal,791.52,16.3,37,YouTube Ads
24/11/2020,15233,506,credit,50.9,7.5,8,YouTube Ads
24/11/2020,1780,515,paypal,31.73,3,8,YouTube Ads
24/11/2020,17904,513,credit,287.21,24.4,11,YouTube Ads
24/11/2020,19564,515,credit,165.68,29.5,21,YouTube Ads
24/11/2020,18765,515,paypal,318.77,23.9,14,YouTube Ads
24/11/2020,14888,505,paypal,603.17,58.9,38,YouTube Ads
24/11/2020,18744,511,paypal,4.25,12.3,6,YouTube Ads
24/11/2020,2414,508,paypal,167.18,22.3,8,YouTube Ads
24/11/2020,7381,514,paypal,23.04,4,8,YouTube Ads
24/11/2020,8934,512,credit,302.97,17.1,31,YouTube Ads
24/11/2020,4881,506,paypal,16.34,19.3,7,YouTube Ads
24/11/2020,11682,512,credit,64.97,69.4,7,YouTube Ads
24/11/2020,5405,511,paypal,121.74,14.6,10,YouTube Ads
24/11/2020,12421,502,credit,2.55,19.7,6,YouTube Ads
24/11/2020,15615,506,paypal,155.77,8.1,12,YouTube Ads
24/11/2020,510,512,paypal,142.3,11.5,9,YouTube Ads
24/11/2020,10972,501,credit,78.24,22.2,11,YouTube Ads
24/11/2020,2547,501,credit,8.08,5.7,7,YouTube Ads
24/11/2020,10040,505,credit,46.91,17,7,YouTube Ads
24/11/2020,19243,504,paypal,12.22,3.8,6,YouTube Ads
24/11/2020,19070,505,paypal,89.52,46.2,13,YouTube Ads
24/11/2020,792,515,credit,232.31,39.5,17,YouTube Ads
24/11/2020,8582,514,paypal,290.87,63.9,29,YouTube Ads
24/11/2020,10699,514,credit,29.47,6.5,7,YouTube Ads
24/11/2020,1499,514,credit,682.98,64.7,61,YouTube Ads
24/11/2020,9886,506,credit,39.15,23.7,7,YouTube Ads
24/11/2020,12315,507,credit,162.93,32.9,19,YouTube Ads
24/11/2020,9638,509,credit,203.06,56.3,19,YouTube Ads
24/11/2020,14282,503,credit,332.91,63.6,33,YouTube Ads
24/11/2020,16658,510,credit,51.9,28.8,10,YouTube Ads
24/11/2020,14075,506,paypal,78.66,91.2,11,YouTube Ads
24/11/2020,11364,513,paypal,91.97,7.5,12,YouTube Ads
24/11/2020,14160,513,credit,184.21,5.6,19,YouTube Ads
24/11/2020,10022,514,credit,106.49,31.2,15,YouTube Ads
24/11/2020,1671,501,credit,12.73,9.6,6,YouTube Ads
24/11/2020,5066,511,paypal,34.8,6.7,6,YouTube Ads
24/11/2020,1638,506,credit,34.98,29.3,8,YouTube Ads
24/11/2020,15419,509,credit,85.02,3.7,10,YouTube Ads
24/11/2020,3047,503,credit,63.95,23.8,9,YouTube Ads
24/11/2020,18946,513,credit,34.47,18.3,8,YouTube Ads
24/11/2020,5458,508,credit,584.84,16.3,48,YouTube Ads
24/11/2020,67,505,paypal,196.64,27,25,YouTube Ads
24/11/2020,4254,503,credit,40.84,5.7,8,YouTube Ads
24/11/2020,10901,503,credit,116.97,32.9,13,YouTube Ads
24/11/2020,18540,513,paypal,38.76,19.5,8,YouTube Ads
24/11/2020,18461,502,paypal,138.24,9.3,13,YouTube Ads
24/11/2020,8793,502,credit,277.23,46.5,18,YouTube Ads
24/11/2020,9421,508,paypal,69.34,16.2,11,YouTube Ads
24/11/2020,879,509,credit,386.92,30.8,13,YouTube Ads
24/11/2020,13020,515,paypal,399.02,43.4,6,YouTube Ads
24/11/2020,13116,503,paypal,36.6,38,8,YouTube Ads
24/11/2020,6794,515,paypal,14.32,55,7,YouTube Ads
24/11/2020,11545,506,paypal,114.77,42.7,10,YouTube Ads
24/11/2020,9600,513,credit,26.27,17.6,8,YouTube Ads
24/11/2020,17683,508,paypal,147.17,19.5,10,YouTube Ads
24/11/2020,18981,503,paypal,62.49,23.5,10,YouTube Ads
24/11/2020,1317,501,paypal,36.12,40.3,9,YouTube Ads
24/11/2020,16791,501,credit,115.76,5.7,10,YouTube Ads
24/11/2020,13164,504,paypal,19.69,63.9,6,YouTube Ads
24/11/2020,1326,502,paypal,107.69,5.3,7,YouTube Ads
24/11/2020,6410,508,paypal,449.23,31.2,27,YouTube Ads
24/11/2020,5769,507,credit,39.07,6.2,7,YouTube Ads
24/11/2020,1450,506,credit,52.95,21,8,YouTube Ads
24/11/2020,12326,515,paypal,89.39,7.9,10,YouTube Ads
24/11/2020,13174,501,paypal,206.52,8.7,10,YouTube Ads
24/11/2020,11860,513,paypal,9.11,28.8,6,YouTube Ads
24/11/2020,559,505,credit,87.9,27.1,11,YouTube Ads
24/11/2020,2502,515,credit,323.01,52.6,18,YouTube Ads
24/11/2020,19320,515,paypal,27.69,5.5,7,YouTube Ads
24/11/2020,19044,507,credit,84.57,14.8,7,YouTube Ads
24/11/2020,16953,504,paypal,176.36,16.9,15,YouTube Ads
24/11/2020,11962,508,paypal,118.32,20.4,12,YouTube Ads
24/11/2020,5080,508,paypal,30.29,3.3,8,YouTube Ads
24/11/2020,6788,511,credit,10.12,27.6,6,YouTube Ads
24/11/2020,19205,508,paypal,83.44,14.4,9,YouTube Ads
24/11/2020,790,513,credit,20.15,9.5,8,YouTube Ads
24/11/2020,15444,514,paypal,116.31,19.7,8,YouTube Ads
24/11/2020,4852,510,credit,120.88,18,10,YouTube Ads
24/11/2020,18724,507,credit,76.72,13.1,8,YouTube Ads
24/11/2020,5443,504,paypal,642.12,11.3,61,YouTube Ads
24/11/2020,18654,512,paypal,154.9,39.6,10,YouTube Ads
24/11/2020,15914,503,credit,95.95,12.3,9,YouTube Ads
24/11/2020,17190,509,paypal,256.84,26.7,24,YouTube Ads
24/11/2020,7918,509,paypal,78.04,10.3,11,YouTube Ads
24/11/2020,9203,515,credit,206.5,37.1,9,YouTube Ads
24/11/2020,4776,508,credit,312.19,22.1,16,YouTube Ads
24/11/2020,18473,513,credit,94.31,23.8,8,YouTube Ads
24/11/2020,13524,509,paypal,185.87,46.6,15,YouTube Ads
24/11/2020,5228,502,paypal,7.43,14.4,6,YouTube Ads
24/11/2020,13375,508,paypal,406.34,25.9,36,YouTube Ads
24/11/2020,14373,513,paypal,508.04,28.5,8,YouTube Ads
24/11/2020,443,503,credit,164.61,46.9,18,YouTube Ads
24/11/2020,8040,506,paypal,56.99,11.9,7,YouTube Ads
24/11/2020,249,504,credit,138.31,30.6,15,YouTube Ads
24/11/2020,17619,514,paypal,110.95,15.7,8,YouTube Ads
24/11/2020,16871,513,credit,109.49,20.3,9,YouTube Ads
24/11/2020,6436,505,paypal,18.32,23.6,7,YouTube Ads
24/11/2020,11310,504,credit,255.14,17.6,13,YouTube Ads
24/11/2020,10829,501,paypal,49.79,3.7,6,YouTube Ads
24/11/2020,15811,503,credit,108.65,39.3,10,YouTube Ads
24/11/2020,19495,511,credit,12.4,19.2,6,YouTube Ads
24/11/2020,3171,501,credit,70.4,9.5,9,YouTube Ads
24/11/2020,1249,504,credit,108.59,6.1,16,YouTube Ads
24/11/2020,15069,512,paypal,25.97,7.3,7,YouTube Ads
24/11/2020,18498,513,paypal,41.89,6.4,7,YouTube Ads
24/11/2020,12755,504,credit,14.68,64,6,YouTube Ads
24/11/2020,407,505,paypal,138.23,68.2,10,YouTube Ads
24/11/2020,4602,508,credit,99.75,29.3,14,YouTube Ads
24/11/2020,9495,510,paypal,13.12,14.7,7,YouTube Ads
24/11/2020,13382,505,credit,585.07,36.7,30,YouTube Ads
24/11/2020,19632,502,credit,41.82,5.1,9,YouTube Ads
24/11/2020,18329,503,paypal,29.24,6.8,6,YouTube Ads
24/11/2020,776,511,credit,5.99,28.6,6,YouTube Ads
24/11/2020,17112,515,paypal,174.39,20.8,9,YouTube Ads
24/11/2020,1448,505,credit,14.8,4.8,7,YouTube Ads
24/11/2020,17164,507,paypal,195,13.8,11,YouTube Ads
24/11/2020,8423,508,credit,422.69,21.1,7,YouTube Ads
24/11/2020,11288,505,paypal,273.89,12.2,31,YouTube Ads
24/11/2020,19913,513,paypal,454.6,21.8,48,YouTube Ads
24/11/2020,1251,504,credit,11.8,6.8,7,YouTube Ads
24/11/2020,592,511,paypal,188.13,16.7,11,YouTube Ads
24/11/2020,3996,510,paypal,187.46,21.7,10,YouTube Ads
24/11/2020,16936,515,paypal,137.14,5.5,18,YouTube Ads
24/11/2020,7886,512,paypal,107.08,32.2,9,YouTube Ads
24/11/2020,11696,502,credit,35.54,8.7,9,YouTube Ads
24/11/2020,2414,504,credit,131.96,9.4,15,YouTube Ads
24/11/2020,16570,512,credit,296.92,9.7,14,YouTube Ads
24/11/2020,17997,504,credit,372.61,49.7,6,YouTube Ads
24/11/2020,7622,509,paypal,150.6,6.1,8,YouTube Ads
24/11/2020,19868,501,credit,51.77,22.6,7,YouTube Ads
24/11/2020,4014,501,credit,366.55,42.7,29,YouTube Ads
24/11/2020,11352,501,credit,96.44,10.1,7,YouTube Ads
24/11/2020,19169,501,paypal,59.27,7.6,7,YouTube Ads
24/11/2020,11024,509,paypal,92.92,19.1,11,YouTube Ads
24/11/2020,10656,503,credit,87.16,10.7,14,YouTube Ads
24/11/2020,14152,512,paypal,329.92,60.1,34,YouTube Ads
24/11/2020,2722,503,credit,226.05,13.9,23,YouTube Ads
24/11/2020,9119,509,paypal,155.61,112.6,16,YouTube Ads
24/11/2020,13158,515,credit,118.14,60.8,16,YouTube Ads
24/11/2020,11605,501,credit,221.14,22.6,16,YouTube Ads
24/11/2020,3901,514,credit,133.66,15.4,17,YouTube Ads
24/11/2020,1865,512,credit,11.14,12.2,6,YouTube Ads
24/11/2020,2791,514,credit,34.5,8.7,8,YouTube Ads
24/11/2020,19303,503,credit,42,7.7,8,YouTube Ads
24/11/2020,2909,504,credit,345.96,34.1,18,YouTube Ads
24/11/2020,2458,503,paypal,305.95,38.9,19,YouTube Ads
24/11/2020,3905,509,paypal,202.15,22.2,7,YouTube Ads
24/11/2020,12439,502,credit,193.66,17.9,8,YouTube Ads
24/11/2020,10672,506,paypal,161.27,7.9,19,YouTube Ads
24/11/2020,18044,502,credit,196.4,33.9,19,YouTube Ads
24/11/2020,17137,511,credit,6.89,53.9,7,YouTube Ads
24/11/2020,12222,506,paypal,297.63,32.7,28,YouTube Ads
24/11/2020,9390,507,credit,111.65,15.3,15,YouTube Ads
24/11/2020,4318,506,credit,307.12,38.8,9,YouTube Ads
24/11/2020,5570,507,credit,290.77,22.2,6,YouTube Ads
24/11/2020,15016,501,credit,79.85,14.9,10,YouTube Ads
24/11/2020,12650,503,credit,183.9,31.2,12,YouTube Ads
24/11/2020,18789,514,credit,74.76,8.1,7,YouTube Ads
24/11/2020,6222,510,credit,420.89,25.2,43,YouTube Ads
24/11/2020,222,515,credit,691.09,74.5,37,YouTube Ads
24/11/2020,11583,513,paypal,417.4,35.7,17,YouTube Ads
24/11/2020,14813,505,paypal,73.12,26.8,7,YouTube Ads
24/11/2020,17464,506,credit,271.45,39.7,32,YouTube Ads
24/11/2020,2958,503,credit,626.74,47.7,37,YouTube Ads
24/11/2020,10072,514,credit,6,5.1,6,YouTube Ads
24/11/2020,17035,511,paypal,50.63,23.6,11,YouTube Ads
24/11/2020,4760,504,paypal,88.42,9.2,12,YouTube Ads
24/11/2020,14611,511,credit,181.94,8.1,12,Email Marketing
24/11/2020,11701,512,credit,1221.02,15.7,33,YouTube Ads
24/11/2020,4770,514,credit,242.52,14.7,8,YouTube Ads
24/11/2020,8483,504,paypal,562.96,40.6,45,YouTube Ads
24/11/2020,2030,514,paypal,106.17,20.2,7,YouTube Ads
24/11/2020,213,505,credit,51.88,8.4,9,YouTube Ads
24/11/2020,13363,511,credit,230.08,30.3,21,YouTube Ads
24/11/2020,11342,508,credit,287.93,36.2,12,YouTube Ads
24/11/2020,16979,510,paypal,89.6,6.2,6,YouTube Ads
24/11/2020,4637,514,paypal,293.08,9.8,22,YouTube Ads
24/11/2020,11169,509,paypal,55.63,22,9,YouTube Ads
24/11/2020,15702,511,paypal,126.52,39.6,15,YouTube Ads
24/11/2020,8503,512,paypal,147.11,6.8,16,YouTube Ads
24/11/2020,9656,511,credit,20.9,41,7,YouTube Ads
24/11/2020,2200,503,paypal,405.67,31.8,20,YouTube Ads
24/11/2020,7262,504,paypal,284.05,30.8,21,YouTube Ads
24/11/2020,1991,508,paypal,377.71,49.2,37,YouTube Ads
24/11/2020,4656,508,credit,186.21,18.2,13,YouTube Ads
24/11/2020,15999,506,credit,283.74,6.3,28,YouTube Ads
24/11/2020,11481,502,credit,322.97,53.5,11,YouTube Ads
24/11/2020,4697,507,paypal,91.88,12.3,10,YouTube Ads
24/11/2020,8193,515,paypal,116.58,3.1,15,YouTube Ads
24/11/2020,2925,513,paypal,35.22,10.9,6,YouTube Ads
24/11/2020,15375,513,credit,270.78,21.1,26,YouTube Ads
24/11/2020,19588,514,paypal,82.66,10.5,7,YouTube Ads
24/11/2020,3911,505,paypal,29.74,4.4,7,YouTube Ads
24/11/2020,2379,501,paypal,131.64,15.2,8,YouTube Ads
24/11/2020,11340,512,paypal,202.18,17.2,12,YouTube Ads
24/11/2020,13443,513,credit,122.77,36.2,15,YouTube Ads
24/11/2020,11595,513,paypal,123.45,19.2,17,YouTube Ads
24/11/2020,12950,514,credit,357.77,3,12,YouTube Ads
24/11/2020,13662,504,credit,58.57,24.7,8,YouTube Ads
24/11/2020,9553,503,paypal,68.46,24.3,6,YouTube Ads
24/11/2020,4050,506,credit,178.85,36.3,23,YouTube Ads
24/11/2020,9326,503,paypal,360.09,71.7,39,YouTube Ads
24/11/2020,10968,501,credit,372,11.8,33,YouTube Ads
24/11/2020,11443,513,credit,72.66,25.5,10,YouTube Ads
24/11/2020,13871,513,paypal,283.72,40.2,7,YouTube Ads
24/11/2020,4133,515,credit,72.98,30.6,8,YouTube Ads
24/11/2020,11295,508,paypal,4.2,3.8,6,YouTube Ads
24/11/2020,4104,508,paypal,146.84,28.8,15,YouTube Ads
24/11/2020,17299,513,paypal,91.48,19.1,7,YouTube Ads
24/11/2020,16209,507,paypal,42.59,14.2,9,YouTube Ads
24/11/2020,4406,504,credit,132.97,45.7,11,YouTube Ads
24/11/2020,16147,501,credit,275.61,22.2,15,YouTube Ads
24/11/2020,5684,509,paypal,69.6,25.3,9,YouTube Ads
24/11/2020,13013,509,credit,164.25,4.1,22,YouTube Ads
24/11/2020,19904,503,paypal,166.36,39.4,19,YouTube Ads
24/11/2020,4765,501,credit,270.16,19,32,YouTube Ads
24/11/2020,14985,501,credit,360.5,34.1,26,YouTube Ads
24/11/2020,14577,504,credit,0.49,2.3,6,YouTube Ads
24/11/2020,1893,510,credit,4.03,39.5,6,YouTube Ads
24/11/2020,4036,503,credit,126.48,13.1,13,YouTube Ads
24/11/2020,6296,506,paypal,571.56,71.8,28,YouTube Ads
24/11/2020,13090,512,paypal,478.33,27.4,14,YouTube Ads
24/11/2020,3012,504,credit,353.99,33.9,22,YouTube Ads
24/11/2020,11388,512,paypal,176.66,39.8,20,YouTube Ads
24/11/2020,1218,502,credit,10.79,3.2,6,YouTube Ads
24/11/2020,14681,501,paypal,192.32,25.7,11,YouTube Ads
24/11/2020,7908,502,credit,42.83,16.1,8,YouTube Ads
24/11/2020,18374,507,credit,282.72,29.4,12,YouTube Ads
24/11/2020,8691,503,credit,81.96,25,10,YouTube Ads
24/11/2020,19794,505,credit,637.96,71.3,28,YouTube Ads
24/11/2020,4270,504,credit,26.84,10.9,6,YouTube Ads
24/11/2020,16822,514,paypal,131.53,34.2,12,YouTube Ads
24/11/2020,14264,508,credit,193.04,62.4,15,YouTube Ads
24/11/2020,6029,515,credit,73.75,18.4,9,YouTube Ads
24/11/2020,12627,515,credit,286.18,28.7,27,YouTube Ads
24/11/2020,1071,504,paypal,66.49,30.1,10,YouTube Ads
24/11/2020,19657,501,credit,68.57,11.7,11,YouTube Ads
24/11/2020,11303,507,paypal,313.64,38.8,18,YouTube Ads
24/11/2020,18068,502,paypal,172.65,18.2,10,YouTube Ads
24/11/2020,16840,509,paypal,162.96,16.5,19,YouTube Ads
24/11/2020,4835,513,credit,128.96,20.2,12,YouTube Ads
24/11/2020,12957,515,credit,257.94,13.6,29,YouTube Ads
24/11/2020,10825,506,paypal,47.87,13.4,7,YouTube Ads
24/11/2020,5871,502,credit,94.16,16.7,11,YouTube Ads
24/11/2020,5842,505,credit,24,35,7,YouTube Ads
24/11/2020,5171,509,credit,31.32,64.3,9,YouTube Ads
24/11/2020,6736,505,paypal,6.4,5.7,6,YouTube Ads
24/11/2020,572,502,credit,70.47,22.4,13,YouTube Ads
24/11/2020,14509,508,credit,676.89,61.3,58,YouTube Ads
24/11/2020,12317,505,credit,174.91,19.8,22,YouTube Ads
24/11/2020,13495,506,paypal,382.71,51.4,34,YouTube Ads
24/11/2020,17684,513,paypal,81.66,13.5,10,YouTube Ads
24/11/2020,11760,510,paypal,121.68,16.3,13,YouTube Ads
24/11/2020,14745,513,credit,138.51,14.8,12,YouTube Ads
24/11/2020,12201,505,paypal,270.63,8.6,13,YouTube Ads
24/11/2020,19580,503,paypal,236.84,17.7,22,YouTube Ads
24/11/2020,8377,507,paypal,111.82,15,17,YouTube Ads
24/11/2020,520,502,credit,133,21.1,13,YouTube Ads
24/11/2020,16775,504,credit,354.2,32.3,9,YouTube Ads
24/11/2020,12862,513,paypal,399.91,7.1,23,YouTube Ads
24/11/2020,12706,515,paypal,61.55,18.3,7,YouTube Ads
24/11/2020,14276,503,credit,52.7,13,7,YouTube Ads
24/11/2020,9575,512,paypal,37.53,5,6,YouTube Ads
24/11/2020,5069,507,paypal,274.15,8.2,26,YouTube Ads
